title,type,genre_ids,overview,release_date,popularity,vote_average,poster_path
Only Connect,series,[10764],"The fiendishly difficult quiz show in which two teams of three contestants have to find the connection between seemingly unrelated clues, where patience and lateral thinking are as vital as knowledge.",2008-09-15,42.9074,6.464,/mCS6E8Ca5RYthdYpz1j72Tr5AKD.jpg
The Good Fight,series,[18],"Picking up one year after the events of the final broadcast episode of ""The Good Wife"", an enormous financial scam has destroyed the reputation of a young lawyer, Maia Rindell, while simultaneously wiping out her mentor and godmother Diane Lockhart's savings. Forced out of her law firm, now called ""Lockhart, Deckler, Gussman, Lee, Lyman, Gilbert, Lurie, Kagan, Tannebaum & Associates"", they join Lucca Quinn at one of Chicago's preeminent law firms.",2017-02-19,40.51,7.571,/8qoOHOfbUbrCcHZnDVxGcwOWinV.jpg
Derrick,series,"[18, 80]","Derrick was a German TV series produced by Telenova Film und Fernsehproduktion in association with ZDF, ORF and SRG between 1974 and 1998 about Detective Chief Inspector Stephan Derrick and his loyal assistant Inspector Harry Klein, who solve murder cases in Munich and surroundings.",1974-10-20,37.206,6.01,/5HPuyO4V3rcoMgPZmgcdKJrdXUI.jpg
Last Man Standing,series,[35],A married father of three tries to maintain his manliness in a world increasingly dominated by women.,2011-10-11,38.6964,7.224,/ofUvbcwxcA0E7qYUlhBx4gZmAzX.jpg
Paradise,series,"[80, 18]","The tranquility in a serene, wealthy community inhabited by some of the world's most prominent individuals explodes when a shocking murder occurs and a high stakes investigation unfolds.",2025-01-26,39.5769,7.537,/l8RqfhqEk04W5sSOjQ9zeWU1DyM.jpg
Attack on Titan,series,"[16, 10765, 10759]","100 years ago, the last remnants of humanity were forced to retreat behind the towering walls of a fortified city to escape the massive, man-eating Titans that roamed the land outside their fortress. Only the members of the Scouting Legion dared to stray beyond the safety of the walls – but even those brave warriors seldom returned alive. Those within the city clung to the illusion of a peaceful existence until the day that dream was shattered, and their slim chance at survival was reduced to one horrifying choice: kill – or be devoured!",2013-04-07,39.8358,8.684,/hTP1DtLGFamjfu8WqjnuQdP1n4i.jpg
High (School) On Sex,series,"[35, 18]","Wilbert Ross and Denise Esteban. Vivamax brings lots of laughs and loads of sexy time in its new series, “High (School) on Sex”, pronounced as High On Sex,",2022-06-05,38.7173,6.2,/tBOQVr2XfNKjUnB7O4tOM3olomr.jpg
The Legend of Vox Machina,series,"[16, 10765, 10759]","They're rowdy, they're ragtag, they're misfits turned mercenaries for hire. Vox Machina is more interested in easy money and cheap ale than actually protecting the realm. But when the kingdom is threatened by evil, this boisterous crew realizes that they are the only ones capable of restoring justice.",2022-01-27,39.557,8.221,/zjQTSYZEmy0GVnK1aFLvNiAwluo.jpg
Fairy Tail,series,"[16, 10759, 35, 10765]","Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail.",2009-10-12,34.8636,7.902,/AsfCVSHnFnUnbepLucvIB1N30Il.jpg
Soul Mate,series,"[10766, 18, 35, 9648]","A young woman is fated to relive the love of an earlier life. Separated by time, young Serena and botanist Rafael surmount all obstacles as they live a love that is stronger than fate itself. These challenges include the lovely but ambitious Cristina, who is obsessed by the rich botanist and driven nearly mad by her attempts to shatter their great love. A romantic comedy set in the 1940s, Soul Mate underscores the importance of love, family values and the ties of affection with a light touch and plenty of humor.",2005-06-20,37.5137,6.9,/2HxNkrtEOgP4VEKzVBdBHHsnO6o.jpg
From Me to You: Kimi ni Todoke,series,"[16, 18]","Nicknamed ""Sadako"" for her spooky appearance, high schooler Sawako begins to break out of her shell when she befriends popular boy Kazehaya.",2009-10-07,37.3336,8.366,/lLUAZzJc6vfyE2TeY56AGGb3E5K.jpg
Bloodhounds,series,"[18, 10759, 80]","Faced with ruthless foes with a violent thirst, two young boxers band together — risking life and limb to bring justice and protect their loved ones.",2023-06-09,36.4833,8.504,/uSQzD7TXsL96J5ggDrJFdUs8uXU.jpg
Smoking Behind the Supermarket with You,series,"[16, 35]","Sasaki is an overworked salaryman drifting through the corporate grind, sustained by cigarettes and the cheerful service and smile of Yamada, the clerk at his favorite supermarket. But one night after a grueling shift, he arrives late to find Yamada nowhere to be seen. With nowhere left to smoke, his spirits sink—until a pierced young woman calls out to him: “You can smoke here.”",2026-07-09,37.4902,9.012,/n8ZvVflzDKN3vXe85F1KdC5CFf9.jpg
Kaiju No. 8,series,"[16, 10759, 10765]","In a world plagued by creatures known as Kaiju, Kafka Hibino aspired to enlist in The Defense Force. He makes a promise to enlist with his childhood friend, Mina Ashiro. Soon, life takes them in separate ways. While employed cleaning up after Kaiju battles, Kafka meets Reno Ichikawa. Reno's determination to join The Defense Force reawakens Kafka's promise to join Mina and protect humanity.",2024-04-13,39.7626,8.446,/83yDUQVpdhv8ePy3nbTRzFaKYuQ.jpg
L'Invité,series,[10767],"The show features an interview with a famous personality from the world of politics, economics or culture.",2002-01-01,43.9736,4.5,/gnKwgP94iH30UHamWrJ2ofk6mP9.jpg
The Strain,series,"[10765, 18, 9648]","A high concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism. As the strain spreads, Eph, his team, and an assembly of everyday New Yorkers, wage war for the fate of humanity itself.",2014-07-13,37.5475,7.468,/2BWErT9QcADpf2G4BZ769eSnFTP.jpg
Kölner Treff,series,[10767],,1976-01-25,39.3699,6.8,/9U9XqUp41DjwCvolAgqSXhowPyB.jpg
Xou da Xuxa,series,"[10762, 10751, 10764]","Airing weekday mornings, the show featured segments of games (mainly competitions and musical numbers) interspersed with cartoons. Despite the consistently negative reactions from intellectuals and specialized critics, Xou da Xuxa quickly became the most successful children's program in the history of Brazilian television, transforming its presenter into a phenomenon from the mid-1980s to the early 1990s.",1986-06-30,40.3836,7.0,/uUpo5M4u3kupyQCqBMFVGDtlZ09.jpg
The Magnificent Century,series,"[18, 10759]","At the age of 26, when his reign began, Sultan Süleyman sought to build an empire more powerful than Alexander the Great and to render the Ottomans invincible. Throughout his 46-year reign, his fame as the greatest warrior and ruler of his age spreads both to the East and West.  With his companion Pargalı İbrahim, Süleyman achieves great victories, and makes his name known in the Muslim World. Süleyman called İbrahim his brother, friend and advisor. The television series shows Süleyman's consolidation of his power: Pargalı İbrahim being grand minister of state, reinforcing the rule of law throughout the empire, meeting foreign diplomats, and preparing for military campaigns, all set against the backdrop of the tension between Christian Europe and the Ottoman Empire.",2011-01-06,41.835,8.143,/UDvmQWnmIr9U6ZRB1k9ULXBow3.jpg
Critical Role,series,"[10765, 10759, 35, 18]","Critical Role is a weekly actual play series that uses tabletop role-playing game mechanics as a means to explore and develop stories from the vast fantasy worlds of Exandria, Aramán, and beyond, with sweeping narratives intricately woven through collaboration between Game Masters and players.",2015-03-12,40.1657,8.16,/keSNwdzmSgQzluKmqTI6kwDOFa7.jpg
Shetland,series,"[80, 18, 9648]","Created from the novels by award winning crime writer Ann Cleeves, Shetland follows DI Jimmy Perez and his team as they investigate crime within the close knit island community. In this isolated and sometimes inhospitable environment, the team have to rely on a uniquely resourceful style of policing.",2013-03-10,34.7098,7.519,/rKnxmir8m5I3RdSTdZr3jaQaCZi.jpg
Document 72 Hours,series,[99],"An unusual documentary series that delves into human dramas through chance encounters with ordinary people at selected spots. Filmed over 72 hours in a single location, the show captures glimpses into people's lives as they open up and share their stories.",2006-10-03,39.8113,8.5,/iQO83tdISeenWmtG3wp6EteuGfZ.jpg
Dr. Kildare,series,[18],"The story of a young intern in a large metropolitan hospital trying to learn his profession, deal with the problems of his patients, and win the respect of the senior doctor in his specialty, internal medicine.",1961-09-27,34.7947,5.7,/1zJFzPsnC3ih1sdY25XbHactXiB.jpg
Peter Rabbit,series,"[16, 10762, 10751]","Nickelodeon brings treasured literary icon Peter Rabbit to life with the new CG-animated preschool series, Peter Rabbit. The series is a fresh re-imagining of the popular Beatrix Potter children’s books based on Peter Rabbit. Peter Rabbit features educational goals that encourage preschoolers to learn problem-solving and interpersonal skills, self-efficacy, resilience, positive re-framing and fostering an interest in and respect for nature.",2013-03-20,38.8039,5.9,/36MwBWUBwWa61ndbSXGqz7dHYqF.jpg
Peter Rabbit,series,"[16, 10762, 10751]","Nickelodeon brings treasured literary icon Peter Rabbit to life with the new CG-animated preschool series, Peter Rabbit. The series is a fresh re-imagining of the popular Beatrix Potter children’s books based on Peter Rabbit. Peter Rabbit features educational goals that encourage preschoolers to learn problem-solving and interpersonal skills, self-efficacy, resilience, positive re-framing and fostering an interest in and respect for nature.",2013-03-20,38.8039,5.9,/36MwBWUBwWa61ndbSXGqz7dHYqF.jpg
The Misfit of Demon King Academy,series,"[16, 10759, 10765]","Anos Voldigord was a tyrannical Demon King that eradicated humans, spirits, and even the gods, but became bored of eternal warfare and reincarnated with dreams of a peaceful world. However, what awaited him in reincarnation after 2000 years were descendants who became too weak after being accustomed to peace, and all sorts of magic that deteriorated to the extreme. Anos enters Demon King Academy that gathers and educates those who are viewed as the reincarnation of the Demon King, but the academy could not see through his true powers and ends up branding him as a misfit.",2020-07-04,33.6351,8.398,/xBNR7V4s5b0qQfRCiyEvIC5PS6v.jpg
ted,series,[35],"It's 1993 and Ted the bear's moment of fame has passed, leaving him living with his best friend, 16-year-old John Bennett, who lives in a working-class Boston home with his parents and cousin. Ted may not be the best influence on John, but when it comes right down to it, he's willing to go out on a limb to help his friend and his family.",2024-01-11,40.1378,7.945,/cPn71YFDENH0JkWUezlsLyWmLfN.jpg
Unforgettable,series,"[80, 18, 9648]","Former Syracuse, New York, police detective Carrie Wells has hyperthymesia, a rare medical condition that gives her the ability to visually remember everything. She reluctantly joins the New York City Police Department's Queens homicide unit after her former boyfriend and partner asks for help with solving a case. The move allows her to try to find out the one thing she has been unable to remember, which is what happened the day her sister was murdered.",2011-09-20,34.9632,7.235,/AvbMRqe3wSe4DBzIYl56CBlcalw.jpg
Tom & Jerry Kids Show,series,"[10762, 16, 35]","Tom and Jerry in their childhood days, playing cat-and-mouse games even then.",1990-09-08,38.9558,6.396,/pApniCXhegDnhxQda7RcpG8gFP0.jpg
The Day of the Jackal,series,"[18, 10759, 9648]","An unrivalled and highly elusive lone assassin, the Jackal, makes his living carrying out hits for the highest fee. But following his latest kill, he meets his match in a tenacious British intelligence officer who starts to track down the Jackal in a thrilling cat-and-mouse chase across Europe, leaving destruction in its wake.",2024-11-07,32.0384,8.244,/tYLecM3WSEjlkKhkGiH5G68Dprm.jpg
Joshiochi! 2-kai kara Onnanoko ga... Futtekita!?,series,[16],"Sousuke Aikawa is a part-time worker who lives in a rundown apartment building where his only consolation is that the landlord is a beautiful woman and the girl who lives above him is cute.

One day though, the ceiling above him creaks and... Bang! In from the second floor, directly above him, the cute girl comes crashing down on him…!?

In an erotic encounter that can only be classified as a miracle, hearts and bodies are connected by chance. Then for some reason, he starts to live with both of these beautiful women!? Under this one roof, just what exactly will become of this crowded love triangle...!?",2018-07-02,33.1008,7.4,/7x8x6dl4leOSw6KGUcOrQew7Eua.jpg
Desafío,series,[10764],"Desafío is a reality show in which a number of participants should survive, live together, and compete in 4 different stages, for a big price in money. These contestants are grouped into three teams according to the theme chosen in each season. Social classes, generations, regions of the country and the degree of popularity are the elements used to give identity to these groups. Another one of the characteristics of the Challenge and which encloses the success of this format is that the conditions of life in this competition are not fair. While a group spends its day in a beach house with servants, exquisite delicacies (High Beach), the other group suffers the complete lack of accommodation and food (Low Beach). In this reality, as in real life, the teams would be able to exceed or fall on their comfort levels, depending on the performance in the territorial Challenges.",2004-04-28,40.38,6.4,/nGG0HGGTKXeSpeC4BJVzvXMJJSW.jpg
QI,series,"[35, 10767]","Comedy quiz show full of quirky facts, in which contestants are rewarded more if their answers are 'quite interesting'.",2003-09-11,37.4269,7.931,/9zWVsauqP7GM9E1N9WDYVf9CWe3.jpg
Warehouse 13,series,"[10765, 35, 10759, 18]","After saving the life of the President, two secret service agents - Myka Bering and Pete Lattimer - find themselves assigned to the top secret Warehouse 13. The Warehouse is a massive, top secret facility that houses dangerous and fantastical objects. Together, Pete and Myka along with fellow agents Claudia, Steve Jinks and Warehouse caretaker Artie, must recover artifacts from around the globe before they can cause catastrophic damage.",2009-07-07,37.1466,7.685,/2AIi7giGzw4Jt709FaL8gOe9GQu.jpg
Profissão Repórter,series,"[10763, 99]","Caco Barcellos and a team of young journalists go to the streets, together, to present different angles of the same fact, from the same news. Each reporter always has a mission to fulfill, which involves tasks both in the performance of the live report and in its completion.",2008-06-03,39.4136,7.0,/hVD9DpHkRiUM12Epx7JmMSZEM0G.jpg
Bungo Stray Dogs,series,"[16, 10759, 9648, 10765, 80]","Stalked by a beastly white tiger, Atsushi Nakajima has no idea that the menace lives inside him—a power that catches the attention of the Armed Detective Agency. Using inhuman abilities to combat crime, this team takes Atsushi under the wing of their most eccentric member, Dazai. Together, they tear through mafia-muddled mysteries while enemies keep an eye on the tiger’s lofty bounty.",2016-04-07,35.0857,8.249,/6AQmGhkYwAqW2OevjXbsh7tZnNO.jpg
The Wonder Years,series,"[35, 18, 10751]","The story of Kevin Arnold facing the trials and tribulations of youth while growing up during the 1960s and 70s. Told through narration from an adult Kevin, Kevin faces the difficulties of maintaining relationships and friendships on his enthralling journey into adulthood.",1988-01-31,37.618,8.342,/tkaduqdhFrF1vp8L55OJfB5jw8Z.jpg
The Merv Griffin Show,series,[10767],,1962-10-01,40.9685,6.833,/pF9rFdF6Gd4dNJ0Rh4mFsaFTi3m.jpg
Çarkıfelek,series,[10764],Turkish version of the game show Wheel of Fortune.,1975-01-06,35.7905,3.0,/hpzusZkszDN36V0H4BgP01VPaR1.jpg
Private Practice,series,[18],"Having left behind Seattle Grace Hospital, renowned surgeon Addison Forbes Montgomery moves to Los Angeles for sunnier weather and happier possibilities. She reunites with her friends from medical school, joining them at their chic, co-op, Oceanside Wellness Center in Santa Monica.",2007-09-26,37.4256,7.52,/pW20ANAGdrgreYJExduUVaWos6H.jpg
Switched at Birth,series,"[18, 10751]","The story of two teenage girls who discover they were accidentally switched as newborns in the hospital. Bay Kennish grew up in a wealthy family with two parents and a brother, while Daphne Vasquez, who lost her hearing at an early age due to a case of meningitis, grew up with a single mother in a working-class neighborhood. Things come to a dramatic head when both families meet and struggle to learn how to live together for the sake of the girls.",2011-06-06,37.5952,7.459,/db5XnOxGcUHeNhBRNbHfqTlzXmk.jpg
Totally Spies!,series,"[16, 10762, 35, 10759]","Totally Spies! depicts three girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. They confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior.",2002-04-03,37.2657,7.337,/w4JZDCrWxDhO5wKUeTvVHSzaTDk.jpg
Soul Land 2: The Peerless Tang Clan,series,"[16, 10765, 10759, 18]","The Tang Sect in a turbulent world. There is nothing but martial spirit here. Ten thousand years after the founding of the Tang Sect, it is in relative decline. An extremely talented man was born. Can the new Shrek Seven Monsters revive the Tang Sect and bring it back to glory? A soul beast of over one million years old; Electrolux who can pick stars; The new soul utensil system that led to the decline of the Tang Sect... A lot of secrets are to be revealed. Can the secret weapons of the Tang Sect be sharp again? Can the Tang Sect regain its former glory?",2023-06-24,33.4325,7.906,/pzemNbETZKXRzjvBwc1hydqbEeK.jpg
Night Court,series,[35],An eccentric fun-loving judge presides over an urban night court and all the silliness going on there.,1984-01-04,35.3127,7.316,/bpEVtr4NCkbmTdponemKSjt9POc.jpg
Private Eyes,series,"[80, 18, 35]",Ex-pro hockey player Matt Shade irrevocably changes his life when he teams up with fierce P.I. Angie Everett to form an unlikely investigative powerhouse.,2016-05-26,36.8609,7.3,/yPt9IuY2D8g6Lpwh8O8wCDixzt9.jpg
Khatron Ke Khiladi,series,[10764],Twelve celebrity contestants face their worst fears and perform a series of death-defying stunts under the supervision of a host to win the coveted title.,2008-07-21,36.6328,6.0,/kHXlvY8SRHmGyipgBxaTbfgEeIy.jpg
NPR Tiny Desk Concerts,series,[],"Intimate musical performances, recorded live at the desk of All Songs Considered host Bob Boilen.",2008-04-22,44.0831,7.0,/sJ6HdzajIVkC5G2kRROhNu8at43.jpg
Party of Five,series,[18],Five brothers and sisters are determined to stay together following the tragic loss of their parents.,1994-09-12,36.3734,7.004,/5LZgFeMynMeeKX8Bn9s1RWe9n9S.jpg
Avatar: The Last Airbender,series,"[16, 10759, 10765]","In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",2005-02-21,34.5819,8.779,/yaGt4GIutpbXHsv48tWceWg6s56.jpg
Rétro Découverte,series,"[99, 35, 18]",,2016-02-06,37.956,8.5,/gJUqrrV4wLGYWdK3BDOJup7G3eo.jpg
The Chi,series,[18],"A relevant, timely and distinctive coming-of-age story following a half dozen interrelated characters in the South Side of Chicago. The story centers on Brandon, an ambitious and confident young man who dreams about opening a restaurant of his own someday, but is conflicted between the promise of a new life and his responsibility to his mother and teenage brother back in the South Side.",2018-01-07,35.8577,7.839,/niD8X5pEXpmRUDhSPdDOgI3Gw5Q.jpg
Mickey Mouse Clubhouse,series,"[10762, 16, 35, 10765, 10759]","Mickey and his friends Minnie, Donald, Pluto, Daisy, Goofy, Pete, Clarabelle and more go on fun and educational adventures.",2006-05-05,37.2244,6.8,/gHtEhlAZHxMawOiPq7JoKwkmETQ.jpg
Club Friday,series,"[18, 10751, 35]","Based on a Thai radio show that gives love advice to callers, this series dramatizes stories of infidelity, love triangles, sexual identity and more.",2012-10-06,37.6401,2.8,/zPrnYxh7uaUdPQ3EGMxgcTrcG59.jpg
My Little Old Boy,series,"[10764, 10767]","How much do you know about your grown up son? In Mom’s Diary, the daily lives of the grown up celebrity sons are closely observed by their mothers. Do you know why your son drinks so much these days? How much do you know about your son’s philosophy in his life style? Heart-warming moments of observational communication between a mother and a son can be seen on Mom’s Diary.",2016-08-26,35.3191,7.0,/fgeWRIiigNHLxy3qEzM0HqNcFHT.jpg
The Terminal List,series,"[10759, 18]","Navy SEAL Commander James Reece turns to vengeance as he investigates the mysterious forces behind the murder of his entire platoon. Free from the military's command structure, Reece applies the lessons he's learned from nearly two decades of warfare to hunt down the people responsible.",2022-06-30,35.0461,8.0,/kIiFRP7MblxsBioEVPHCCYAJ4n5.jpg
Jake and the Fatman,series,"[18, 80, 10759]","Jake and the Fatman is a television crime drama starring William Conrad as prosecutor J. L. ""Fatman"" McCabe and Joe Penny as investigator Jake Styles.

The series ran on CBS for five seasons from 1987 to 1992. Diagnosis: Murder was a spin-off of this series.",1987-09-26,42.2787,6.185,/3WBkepiTwgemGDZadyJTV5SmS4l.jpg
Chuck,series,"[10759, 35, 18]","When Buy More computer geek Chuck Bartowski unwittingly downloads a database of government information and deadly fighting skills into his head, he becomes the CIA's most vital secret. This sets Chuck on a path to become a full-fledged spy.",2007-09-24,37.1968,7.711,/vEZvGVVMjk1TRs59nfypTI5lAXj.jpg
Brookside,series,"[10766, 18]",The ground-breaking soap set in a housing estate on the outskirts of Liverpool.,1982-11-02,36.1547,6.2,/17NsCtMBMKmzaKLDCfPp8gpSOr3.jpg
Fantasy Island,series,"[10765, 18, 35]",A magical island hosted by Mr Roarke and Tattoo where weekly guests learn valuable life lessons in their pursuit of fulfilling their dreams. Not all dreams are fulfilled as expected.,1978-01-28,38.1542,6.508,/ppxhytiPrgojE4eb6Tw0EonDzeP.jpg
Big Mouth,series,"[35, 16]",Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,2017-09-29,35.0269,7.607,/1Zio9w1tAd3r5Gu4d9AzTSx2hnT.jpg
SOKO München,series,[80],"SOKO 5113 is a long-running German police procedural television series. It was first aired in 1978 on 2 January. SOKO is an abbreviation of the term ""Sonderkommission"" in German.",1978-01-02,38.79,5.9,/hXWVu2OyKMnfrurvCRUY1TpzOjx.jpg
Heads and Tails,series,[10764],"Ukrainian travel TV show. In each episode, the show visits another location in the world for one weekend. One of the hosts (determined by a coin toss) receives a credit card with unlimited credit (in practice, this has been limited to US$30,000 per day), called the Golden Card, while the other has to spend the weekend with US$100 including all expenses. Starting with the second season, the show has hidden a bottle with $100 in each visited location for travelers to find.",2011-02-13,17.162,7.889,/aizpEYS8J6m0exWzge3V5u5tyQJ.jpg
Kızılcık Şerbeti,series,"[10751, 18]","When free-spirited Doğa falls head over heels for charming Fatih, nobody expects the chaos that follows. His family is deeply conservative and devout; hers is modern and secular — and neither side is ready to back down. What starts as a love story quickly becomes a collision of two very different Turkeys, played out through family dinners, in-law battles and everything in between. Sharp, relatable and impossible to stop watching.",2022-10-28,36.5139,6.7,/fXATVTtJDNizWjKpHgJEZegr6R2.jpg
Gushing Over Magical Girls,series,"[16, 10765, 35]","Hiragi Utena is a major fangirl of the magical girls protecting her city and leaps at the chance to join their ranks. But once she transforms, she learns she's a villain who enjoys being a magical-girl-tormenting sadist instead!",2024-01-03,34.6262,8.3,/p7vWZL5HhbscGf7OjnprT2977Lt.jpg
Gushing Over Magical Girls,series,"[16, 10765, 35]","Hiragi Utena is a major fangirl of the magical girls protecting her city and leaps at the chance to join their ranks. But once she transforms, she learns she's a villain who enjoys being a magical-girl-tormenting sadist instead!",2024-01-03,34.6262,8.3,/p7vWZL5HhbscGf7OjnprT2977Lt.jpg
Titans,series,"[18, 10759, 10765]",A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,2018-10-12,41.639,7.854,/8e6QiSexmYKaiHGPvbhaFMmQEhc.jpg
DuckTales,series,"[10751, 35, 16]","The adventures of billionaire Scrooge McDuck and his nephews Huey, Dewey and Louie, their famous uncle Donald Duck, pilot extraordinaire Launchpad, Mrs. Beakly, Webby and Roboduck. Adventures and hidden treasures are everywhere, in their hometown Duckburg and all around the world.",2017-08-12,36.8905,7.842,/3klapeIKLp9IBy4uHo7szTeMTdQ.jpg
Andor,series,"[10765, 10759, 18]","In an era filled with danger, deception and intrigue, Cassian Andor will discover the difference he can make in the struggle against the tyrannical Galactic Empire. He embarks on a path that is destined to turn him into a rebel hero.",2022-09-21,39.8545,8.311,/khZqmwHQicTYoS7Flreb9EddFZC.jpg
Knots Landing,series,"[18, 10766]","The domestic adventures, misdeeds and everyday interactions of five families living on a cul-de-sac in a small California community.",1979-12-27,35.4264,6.957,/ohcRf8CyVpQiUw2ZTmGQ2I4fH8D.jpg
Manifest,series,"[10765, 9648, 18]","After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018-09-24,35.3792,7.615,/eTemCphrglLKrXOsNRhYezHA7H9.jpg
Late Night with Conan O'Brien,series,"[35, 10767]","Stepping into the late-late slot vacated by David Letterman, Conan O'Brien stars in a show that far outdoes its competition in sheer strangeness. Along with the celebrity interviews and musical numbers typical of late-night talk shows, this program make frequent use of odd walk-on characters and frequent ""visits"" from celebrity guests.",1993-09-13,37.7113,7.308,/gJZ1rhLLFpatuAeylJoUI82DKC7.jpg
RE-MAIN,series,"[16, 35, 18]","Minato is a boy who stopped playing water polo due to a certain incident in the winter of his third middle school year. He picks the sport back up again with a new team when he starts in high school, but the fledgling team runs into many problems.",2021-07-04,48.4753,6.8,/nnsLtt5RndrFzNBgVRQjRdXLeeq.jpg
RE: European Stories,series,[99],Discover Europe in all its diversity of viewpoints,2017-03-13,35.9559,6.9,/19ChTJxvw9jZpMnWKsuXc83eI5C.jpg
Blue Exorcist,series,"[16, 10765, 9648, 10759]","Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",2011-04-17,33.1856,7.842,/kpNoqNmElzGUEcEoZyfFwvYXMsR.jpg
Tony Awards,series,[],"The Antoinette Perry Award for Excellence in Theatre, more commonly known as a Tony Award, recognizes achievement in live Broadway theatre. The awards are presented by the American Theatre Wing and The Broadway League at an annual ceremony in New York City. The awards are given for Broadway productions and performances, and an award is given for regional theatre.",1956-04-01,37.1536,0.0,/zFBRMVDgKRZ6dqTZwkefBbfDC1G.jpg
The Wheel of Time,series,"[10765, 18]","The lives of five young villagers change forever when a strange and powerful woman arrives, claiming one of them is the child of an ancient prophecy with the power to tip the balance between Light and Dark forever. They must choose whether to trust this stranger – and each other – with the fate of the world before the Dark One breaks out of His prison, and the Last Battle begins.",2021-11-18,38.614,7.59,/ihBi24EIr5kwAeY2PqmsgAcCj4n.jpg
Will Trent,series,"[80, 18, 35]","Special Agent Will Trent was abandoned at birth and endured a harsh coming-of-age in Atlanta's overwhelmed foster care system. Determined to make sure no one feels as he did, he now has the highest clearance rate.",2023-01-03,35.374,7.3,/qG5O46gUxxYGImld03tl2zLhvrg.jpg
Barbapapa,series,"[10762, 16, 10751]","The adventures of Barbapapa and Barbama and their seven children, where they search for their place in the world, while helping humans and animals.",1974-01-01,37.986,7.017,/dZBXZvelBZRWxxcUqEwlSdq4cA6.jpg
Fresh Off the Boat,series,[35],"A '90s-set single-camera comedy about a hip-hop-loving Asian kid growing up in suburban Orlando, being raised by an immigrant father obsessed with all things American and an immigrant mother often bewildered by white culture.",2015-02-04,36.7323,7.211,/o8ekdtv98EnrymVLw3VJ2WoFBoM.jpg
Gachiakuta,series,"[16, 10759, 18, 10765]","Accused of murder and thrown into the Pit, a young orphan joins a group of monster fighters with special powers to uncover the truth and seek vengeance.",2025-07-06,33.8106,8.535,/jH78nLFrTU6aP7hY7KO6DZHFLoX.jpg
HK 80's,series,"[35, 18, 10751]","This sitcom  series premiered in 1981 and changed its name every year, from ""Hong Kong 81"" to ""Hong Kong 86."" It was eventually replaced by a new sitcom called ""City Stories."" A total of 1330 episodes were produced, making it the second-longest-running series in Hong Kong, after ""Come Home Love: Lo and Behold"".

Each episode of this series is inspired by current social issues, with early storylines often satirizing society's flaws. The characters, such as ""Chen Ji,"" ""Mrs. Shun,"" ""Uncle Mao,"" ""Jue Wu Yin,"" ""Miss Su,"" ""A Wei,"" and ""Ah Kang,"" mostly hail from the grassroots, leaving a lasting impression on the audience. For example, ""Mrs. Shun,"" portrayed by Lydia Shum, later became a term to describe uneducated women who follow trends blindly. ""Chen Ji,"" played by Lawrence Ng, is a stockbroker who loves to show off his wealth, and his behavior typified that of many Hong Kongers, becoming a byword for the city's nouveau riche.",1981-06-08,40.2948,0.0,/6IpuLrhh7XZfIvz0OmFOSJdSORe.jpg
Black Butler,series,"[16, 35, 18, 9648, 10765]","In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.",2008-10-02,36.8188,7.754,/iXGs130TRoUplHf0o86zp9MqAYc.jpg
Arthur,series,"[16, 35, 10762, 10751]","The show revolves around the lives of 8-year-old Arthur Read, an anthropomorphic aardvark, his friends and family, and their daily interactions with each other.",1996-10-07,37.8693,7.0,/nYN8okmcsmhd4bGVcqifZ5OCumB.jpg
After Midnight,series,"[35, 10767]","Celebrated comedian Taylor Tomlinson hosts the smartest show on television about the dumbest things on the internet alongside a panel of guests from the worlds of entertainment, comedy, music, and beyond.",2024-01-17,37.5575,5.458,/7O67hHXEaiW30UQdunBqlyPsfGh.jpg
